,base,CH4,NOx,VOC,HC,N2O,temp
historical_best,10.003819615406886,0.00025409931346341536,-0.002530545223976771,0.0016192635337620182,-5.327376396884455e-06,-0.0007226645949754478,-0.040799999999998816
