,clim_gamma,clim_c1,clim_c2,clim_c3,clim_kappa1,clim_kappa2,clim_kappa3,clim_epsilon,clim_sigma_eta,clim_sigma_xi,clim_F_4xCO2,cc_r0,cc_rU,cc_rT,cc_rA,ari_BC,ari_CH4,ari_N2O,ari_NH3,ari_NOx,ari_OC,ari_Sulfur,ari_VOC,ari_Equivalent effective stratospheric chlorine,aci_shape_so2,aci_shape_bc,aci_shape_oc,aci_beta,o3_CH4,o3_N2O,o3_Equivalent effective stratospheric chlorine,o3_CO,o3_VOC,o3_NOx,fscale_CH4,fscale_N2O,fscale_minorGHG,fscale_Stratospheric water vapour,fscale_Land use,fscale_Volcanic,fscale_solar_amplitude,fscale_solar_trend,fscale_Light absorbing particles on snow and ice,fscale_CO2,cc_co2_concentration_1750,seed
394,5.196186200011185,3.2091790098698603,26.504324316983165,74.93601430749356,1.0455416629844372,2.4877840245119,1.0637075769990807,1.2318239071488255,1.274013681926145,0.5753176709850355,5.446296868781833,28.91609168472394,0.0074938385220708,5.269875938212031,-0.0007655523207956,0.0215781130498659,-4.52402111746901e-06,-6.644849240619741e-05,-0.0002009907369163,-0.0001197519340582,-0.0007107907481988,-0.0008941013287316,-1.2313664119382425e-05,-1.1758446858721256e-05,0.0101696619540887,162.77939777958537,2.311595973153415e-12,-0.6360972184502561,0.0002065946142027,0.0010097701819428,-0.000154531557468,0.0001016477908078,2.4231004952752515e-05,0.000534409564933,0.9736166802160552,1.0140458397717211,1.0314873650106726,2.3930128548744127,1.5376150521885854,0.8418566556813751,0.8667184803949535,-0.0230479567254446,1.4386520343321063,0.8298966471965676,276.9735163100112,1512969
1258,5.53357185205588,4.60165987857323,5.894311154039024,81.67911572310842,1.273649094122409,2.67610824855392,0.8335882604024508,1.5986791073717974,0.6259777682651934,0.3545460322039375,7.498324567911763,38.028378220256585,-0.0034669036145904,2.708111664327168,0.0035366792365495,0.0237985818646071,-6.956967272963748e-07,-4.805333330712423e-05,-0.0003225830164403,-7.68435998086779e-05,-0.007827979005544,-0.0047712222124932,-2.8984677170903843e-05,-2.309345520184312e-06,0.0066642307560275,70153.46694181615,0.001862762420947,-0.5359555285205049,0.0002355869849785,0.0011483333402078,-5.565492045983698e-05,-1.2985594108983782e-05,0.0003554990848294,0.0023172147957014,0.8920334432821064,0.8878784248124953,0.9276386560643496,0.4570238414192712,0.8267935347147604,1.1153073337002146,0.72897538667209,-0.0185581520677204,1.1317941166393468,0.969622489396303,279.0254310020984,1857705
2317,18.4688007464134,3.1638273790645286,22.83547360956502,121.18898117535338,0.948617834433091,4.2026314527998085,1.3760166924670447,1.2399068298308815,0.9596140435989624,0.644743955416875,9.3321954057388,32.56613448899189,0.0056821067744975,3.8114459113001535,-0.0001515187783791,0.0024764883258109,-2.528351809073244e-06,-6.609780010157236e-05,-0.0006221742270404,-7.73868812837113e-05,-0.0023515429618112,-0.0030947085420229,-3.0037435037429024e-05,-1.4387207736482094e-05,0.068072089485328,6.2755337724542e-42,0.772739373049252,-1.396331626737623,0.0002492202952601,0.0013388422266539,-0.0001116943552557,0.0001181380200414,4.278269952845613e-05,0.000980748347529,1.2866719708744725,1.037014749543287,0.9811056738466568,0.7261818780232683,1.1994990119047295,0.952418340613012,0.9831088173811456,-0.0457391544349117,0.0751850763148319,1.0911305932336095,277.1211900296361,2280246
2516,2.9752006131776163,5.319506844771695,11.528339751082278,105.10413649578769,1.4817139581379073,1.0459088531277492,2.0869861361792443,1.826374534721405,1.129155271818904,0.512410088171708,7.883998600233511,35.84388380007906,-0.0019842470888459,3.957323828524284,0.0027020987872979,0.0124787656241211,-4.246125738284194e-06,-4.598158382971871e-05,-2.934783569876701e-05,-2.942977397279848e-05,-0.0073494842609469,-0.0006842646685969,-2.384031943156678e-05,-5.3397855500982766e-06,0.0067914465952271,1.6462416331201785e-05,4.5597430082057285e-11,-1.3929414857263398,0.0001894733869595,0.0009840143203884,-0.0001347614787701,0.0001267475249852,-9.538470516976662e-05,0.0015986218039741,0.8862385686642534,1.1281357047181648,0.8284141805026852,0.2993568596377662,0.889281608533927,0.8322978001960907,1.1233031340264337,-0.0527820241272618,1.1574282418754338,0.9966107705311336,279.9099304327476,2359647
4275,3.723520263855604,6.730309381387898,67.2425143235322,146.95099742464987,1.4615618759381304,0.7006376670081541,0.0553713144260059,0.4749068962789286,0.5203534929843968,0.8251831305359049,9.206102497908306,35.619796630244885,0.0032663274134549,-2.0655336311641417,0.0051446987752772,0.0302986938846155,-1.3808240887176822e-06,-4.744270084347298e-05,-0.001103088578488,-0.0001104677443208,-0.00752132053221,-0.0023329768478379,-1.9127242789336072e-05,-9.902557184618088e-06,9.553561155374625e-07,8.697970018574944e-09,1.895892023217257e-05,-2034.7788823482376,0.0002498311202013,0.0016495875377078,-0.0001615958397085,0.0001579043362176,-0.0001789771522035,0.0008534163503524,1.0383198676977317,1.1352002368383214,1.0722609356817954,1.3117278308084777,0.8976311812093068,1.0307298808898455,1.3304496999834077,-0.0549409009989418,-0.5233293262139616,1.083374321281616,275.5795702912541,3061488
4749,8.90827208272172,3.14016404250376,14.131150527152066,69.66232101421133,1.188702636777296,4.319709008023763,1.5450269718437228,1.3373883385198542,1.54834136372881,0.5656723329668353,7.670745190935562,33.17701733039907,0.0050962162210896,0.6907095147714201,0.0014470705727907,0.0386565586545651,-1.7916683799611066e-06,-4.58306398341981e-05,-0.0002281166611701,-5.79148364581686e-05,-0.0077215390948614,-0.004491154663642,-1.9021789576314907e-05,-1.1229721336573178e-05,0.0096221196306731,1.763639075379559e-32,0.1181414944963402,-1.2909816512512304,0.0002685483809701,0.0006702713907273,4.327790742301512e-05,0.0001220489175159,-0.0001699451813945,0.0008107911392777,1.2646589411138436,1.060432988697389,0.8497005707460417,1.1240342795658596,1.2547962034462754,1.1869475074427942,1.321408929772459,-0.0179309674177369,1.7037886912015263,0.9813603362161194,278.00507903818254,3250614
5242,5.9161553929672985,5.428747563260448,32.593909966856174,107.52716201120212,1.5415582698914383,1.3192379832595156,0.821298789771338,1.0946977444255008,0.9067425194029092,0.4830562512007091,7.591428301695203,34.571170660166096,0.0061807302172267,2.51745359808215,-0.0020299976767472,0.0223343802352482,-3.967412258208899e-06,-6.319542355176967e-05,-1.5284599802046312e-05,-0.0001081134775543,-0.0048778281885059,-0.0025151236039696,-2.4028364911593924e-05,-1.0467015152517909e-06,0.0985754679050247,3.416980269246119e-40,0.1170341566983054,-0.5255039324334029,0.0002109152616791,0.0010822190423863,-0.0001209311280481,0.0001721162629533,0.0002787312789295,0.0008337218490153,0.9262529088884528,0.8530997457906557,1.0470284892842314,0.6202455494071648,1.283608261511277,1.0902894468525914,0.9855938089122565,-0.0282591232457227,1.6140210370923953,0.9760498554313808,274.50033280167884,3447321
7127,7.850055574811529,4.881820492521888,24.17490408433826,145.24784643444872,1.604862548296985,2.481704912766127,1.1796066985076448,1.0440151281114811,1.229975378508212,0.5574028701863359,7.370895460857406,27.37097531940921,0.0092112662707143,4.88863275008323,-0.0023539546739685,0.0162511310634528,-6.010502029396327e-07,-4.018445830045829e-06,-0.0001343113988717,-2.817421215837723e-05,-0.0026707271842981,-0.00202501234343,-9.49653294869081e-06,-5.402042676263816e-07,0.009329357220482,52.28662420247359,2.719188453458587e-11,-0.1726619152862358,0.0002120830175824,0.0009493594721598,-0.0001287714504743,5.934055361470309e-05,-0.0001188905089367,0.0009501586992617,1.0975665294502863,1.1713615892364238,0.9148842930534772,1.0240731305230577,1.061445299349309,0.8955233392177131,0.2431072481788614,-0.028457770639736,0.6977047087728636,0.960962234298407,279.4075040161897,4199436
7587,5.466418342441238,4.410009265742458,14.778973803365066,59.95574935074515,1.065373915821263,2.022055502407682,0.4480005972234862,0.9147056680555729,0.7562299636791998,0.4298664639457086,7.490384867299197,34.22756328791367,0.00367966520684,4.131197135004446,3.415962018778369e-05,0.0417175736057544,-3.2932014489387643e-06,-3.7332820237114e-05,-0.0001923763830664,-0.0001268649600687,-0.0072571119512446,-0.0051196269443658,-1.933918577468238e-05,-1.417533573826309e-05,3.801264722935586e-07,5.606264580160841e-91,1.009950667260788e-05,-6261.68349731453,0.0002277688226872,0.0009006405268334,8.885181475716506e-05,0.0002061040258857,-0.0002913701121765,0.000676527925429,0.997515469621708,1.2143313460222005,1.044234634248011,-0.948738783378478,0.9197838405979232,1.014086510630808,0.8250398695192719,-0.0824942559321285,0.7551222814841692,0.969053686018891,275.5850063551923,4382976
11410,7.608714104675844,3.824954055976768,23.90598996946455,110.52784170848744,1.230816083056686,2.1909633939981035,0.860436642804719,1.1988762627501035,0.9979904572835328,0.3751847854423839,7.096535479699271,36.33077982895754,0.0006498729768166,0.3977285759038516,0.0037544437580468,0.0020420157089119,-1.443882121765952e-07,-5.709756315569644e-05,-0.0004855145600147,-4.204121166537369e-05,-0.0011758010810962,-0.0018484201505525,-1.639466267731547e-05,-1.4337774965871572e-05,0.0045681863460826,0.0171114761483813,0.0004335056250487,-1.5250240261136228,0.000214822625774,0.0014514628134737,-0.0001170383996103,5.472221007478152e-05,0.0001511060377613,5.2043163022963065e-05,1.0936867929957954,0.9674077545457328,0.9396497539146714,1.3251083515965585,1.351830227206427,0.7494081636088963,0.4880015868692551,0.0090599213111801,0.529798355105739,0.9424572203617408,277.5532492367261,5908353
