,clim_gamma,clim_c1,clim_c2,clim_c3,clim_kappa1,clim_kappa2,clim_kappa3,clim_epsilon,clim_sigma_eta,clim_sigma_xi,clim_F_4xCO2,cc_r0,cc_rU,cc_rT,cc_rA,ari_BC,ari_CH4,ari_N2O,ari_NH3,ari_NOx,ari_OC,ari_Sulfur,ari_VOC,ari_Equivalent effective stratospheric chlorine,aci_shape_so2,aci_shape_bc,aci_shape_oc,aci_beta,o3_CH4,o3_N2O,o3_Equivalent effective stratospheric chlorine,o3_CO,o3_VOC,o3_NOx,fscale_CH4,fscale_N2O,fscale_minorGHG,fscale_Stratospheric water vapour,fscale_Land use,fscale_Volcanic,fscale_solar_amplitude,fscale_solar_trend,fscale_Light absorbing particles on snow and ice,fscale_CO2,cc_co2_concentration_1750,seed
11423,6.814920102241768,3.660186398947377,26.26790387739335,67.6910985861814,0.7385589229806885,2.828553735272263,0.944926153706902,0.6348153597299466,0.5912983102332866,0.4895081799369999,7.031197911477452,35.98362301387958,-0.0012878611495906,2.1846943106108228,0.0039644086857529,0.0115515104836901,-4.27878630681298e-06,-1.995303324550245e-05,-0.0004536101557098,-0.0001093319444433,-0.0077183936070371,-0.0020912228279081,-3.547400964441244e-06,-2.1662698466834345e-06,1.05357503315968e-06,8.267616455498065e-89,1.5889631898149098e-05,-3676.842177611776,0.0001781700568042,0.0012354506201821,4.758065095733617e-05,0.0001675167190464,-0.0002876567663604,0.000598117211487,0.8551366198036269,0.9135644696066518,1.1022842320497004,0.4483853638613888,0.7433574713616014,0.962266094802288,1.3252396787791527,0.0255348493809033,0.8426915692011472,0.9379342933991264,279.0296413144607,5913540
13787,0.9276834303274551,2.2805929338834035,19.90055720390532,77.04474173524031,0.7016597679652254,2.784528456765874,0.9795015372006732,1.1529931179143809,0.4514920924109378,0.1285284104481425,7.615210550459322,35.01506508994981,0.0016209115308978,2.0674475064024724,0.001849455184821,0.0337921027834991,-3.819736653544107e-06,-2.66791207468101e-05,-0.0009913405456866,-3.040335667993476e-05,-0.0063993114814166,-0.003374211195489,-1.9268213939810365e-05,-1.2511725233238007e-05,0.052324850087284,3.2461599291532946e-43,0.7568973796735158,-1.619746846766333,0.0002530997778891,0.0020391783391162,-0.0001322445155596,3.341120104177715e-05,0.000114392731808,0.0018224098280132,0.7933513353314704,0.960609652628826,0.9497179512668434,1.150284594522493,1.160661480431238,1.0070155354693402,0.497416489867419,-0.0198039903264899,0.7439710569615823,0.9776073409933426,280.41276058058924,6856776
14028,3.1562501903490383,2.3991727431779464,34.9560739788836,37.28554536890647,1.1144361578569124,1.697826876144878,0.3953939372572397,0.9559477640641352,0.7119621081808963,0.2116116709863541,8.819536117557108,35.81273219117787,-0.0009760156354826,4.115876741010928,0.0014931972480642,0.0068692943720606,-3.0715639981364693e-06,-4.62593217404913e-05,-0.0002872088095981,-6.992935834656733e-05,-0.0078767767573598,-0.0017870471603396,-2.4117096109374954e-05,-9.952596846200732e-06,0.0183884522845704,2.11031872394986e-36,3.9541539424420575e-12,-0.9139699902682232,0.0003117064643905,0.0014425246109834,-0.0002167762167382,7.997810000322598e-05,8.940941582481372e-05,0.0007519363796092,1.0828501048936832,0.9675990621338642,1.0870933759051982,0.3014959790258347,1.14030539600888,1.1089833693390956,1.0393402647442551,-0.0354487222742172,1.3606941795263814,1.0588578261178236,278.6531188024104,6952935
15871,1.951387507009601,5.928099064009292,28.71276280219206,219.9063190331737,1.5043830207377102,0.5671188402148974,1.0413250599952515,0.731057142495514,0.2957134729786175,0.5345133753230512,7.859280815809934,34.74340975636336,-5.614831430021151e-05,3.319560771314664,0.0028543838766047,0.0165712752276469,-1.1228501783293512e-06,-6.484545232301743e-05,-0.0007557030281469,-4.359682482177653e-05,-0.0011863352672326,-0.0008946023159725,-2.241682267976756e-05,-3.1981427173451496e-06,0.0049293980727098,5.70243219816662e-12,0.0247468211782701,-1.8263229955732996,0.0001584392697058,0.0013502485593757,-6.981024144122584e-05,0.0001809574502296,-8.71675611501863e-05,0.0007129876196828,0.8519955789721072,1.0740290358877698,1.0085292641149763,0.4674897429447517,0.6516546782486616,0.9655522532808996,1.5265300628110454,0.0908876283821638,-0.5020385865499235,0.9947805832863365,277.4349014162436,7688292
18516,11.972649029233008,2.9129456491942056,8.220373471316794,50.7843717823109,1.2481805755604194,3.229379017261654,1.3418642099505966,1.5618895483155069,1.476492157542621,0.6550676019307726,8.01010176442719,34.0407877929398,0.00345970982348,1.1003966024019547,0.0019014354112758,0.0077782113322684,-2.7245881463510987e-06,-2.990413229889817e-05,-0.0009936852422747,-7.869732330755982e-05,-0.0035732381872616,-0.0026145860900816,-2.067984402682505e-05,-1.486375376035789e-05,0.0057291932464906,0.0008935415064563,1.8310220280927718e-17,-1.5563031735128483,0.0002336191378958,0.001089996474454,6.743211168313648e-05,0.0001675682242789,0.0001280163288142,0.000723034577282,1.085516259186766,0.9829036431405784,0.832559751715214,0.7847553929464908,0.951946426362961,0.7663203763799405,1.1458769256223331,0.0506771069742713,1.1360859611930785,1.0052781250854823,277.3800282526925,8743647
20526,4.199643976450439,3.548899299694069,7.628218589400617,119.69849009793084,1.0010857037771117,3.832092008609146,0.6083459267159934,1.1820455449942084,0.352075680654615,0.5180217881173685,8.540979561738059,30.914956205196443,0.0068991660644865,2.09301676344226,-1.548946783241727e-05,0.0082451137464131,-3.701642182917392e-06,-5.114454750243983e-05,-0.0008810567309892,-1.7973838911824203e-05,-0.006546992418752,-0.0017958312773823,-1.7199059198470964e-05,-1.3810139078970073e-05,0.0032354279045739,9.605070715089412e-17,0.0071180339340123,-3.335838371354209,0.0002572283025155,0.0012524258705563,-4.302577433997867e-05,0.0001256486092262,-0.0002476949663788,0.0004814296125699,1.1163912230866162,0.9942767991679056,1.0212669846396014,0.9590998757070928,1.6151261206208418,0.9618648458107134,1.275856299566281,0.0107860922686437,1.479343683956713,1.040514411043083,278.8418987892585,9545637
21643,11.7143709424002,2.1031654623058973,21.31541633536233,179.03642005873354,1.2643949283327438,2.6358684814869093,0.788759970195847,0.6520021980978666,1.298417047356471,0.3635180174304155,9.393222174274545,35.764941490436456,-0.0002158836475917,2.8156121022221288,0.0035232538990473,0.0160760413408676,-2.3783282345076483e-06,-1.4876231065060856e-05,-0.0011129757867366,-9.98510799563878e-05,-0.0040777775905121,-0.0032526295964418,-9.568094195036943e-07,-1.0904989404799847e-05,0.0010604794799606,2.2512242214088034,7.415836473523447e-28,-1.337204042783431,0.0002703934002394,0.001302003713869,-5.063656366693685e-06,0.000164666435716,-7.985436994003074e-05,0.0016434701793825,1.088207961784384,1.1202389158990091,1.0189814999268283,1.5939179412165705,1.5454411423287482,0.8648033103243122,0.8597862619915246,-0.0695845926926695,-0.0821576520963299,1.0957202923267242,278.3617268614853,9991320
21880,9.146441186770872,4.946850018570177,22.25284953493774,60.277197528854565,1.1700971163525136,0.9353423489413368,1.2750265223528878,1.3825838304416067,1.1151957824363867,0.452704876039618,9.15688248925489,38.6201756305214,-0.0030755866460495,-0.1484023537525046,0.0051366216507039,0.0314415973211363,-8.110775922133127e-07,-4.400804769265192e-05,-0.0009629991499188,-4.0794765041118864e-05,-0.0015864593391382,-0.0024912049262784,-7.135967568636945e-06,-8.757056511354747e-07,0.0012385463244321,5.423608321269104,1.4427860796181192e-26,-1.02571680175416,0.0002510822969187,0.0016850392814662,-0.0001656795927396,4.281890857390942e-05,0.0001748683856201,0.0007967951736687,1.0452729584945522,0.8087102824820909,1.0364650485811997,2.084024161326456,1.102630294230738,1.119954603100621,0.9949724689187086,0.0589945547537136,1.47832192598606,1.0800897952090054,280.5889714874006,10085883
22812,10.868569968509023,3.202996335624432,25.18798943349588,86.47756978989321,1.626333328267849,2.7124448931865275,1.0851458803703935,0.8342473984283781,1.7279713720416725,0.4621797045850043,7.549736417115184,33.29474941561895,0.0057173278421163,3.034062880860645,-0.0008832429492953,0.0098656046490235,-8.303533871156532e-07,-1.4285818813836398e-06,-3.9562620648413887e-05,-0.0001225277036173,-0.0071345657851122,-0.0023578665539716,-2.3379002675226357e-05,-1.0948169100438036e-05,0.0218891051562201,4.309670662690601e-32,0.0471012121431876,-0.88266688237148,0.000199779354762,0.000859311053867,-0.0001330743594563,0.0001291677219688,-0.000138151616598,0.0018909389548485,1.07920458566721,0.9747370668956812,0.9821383374832952,1.2482660263445646,1.2583671745681633,1.1374762926612212,1.0343707037179928,0.0223232650221778,1.1889746558028342,0.973036580339964,277.03436257096047,10457751
23544,5.830395148338523,2.80019254887595,42.07859558497113,126.45386508410908,1.2681429744020725,1.1104673121437787,0.3854536285077246,0.6933329588213063,0.8612856355495363,0.4254265107532535,7.73711468049907,31.746677062046874,0.006168937772425,0.7155535681715267,0.0002344762262667,0.0405852647212155,-2.7206016023821435e-06,-5.427539353340623e-06,-0.0003500236665999,-9.442297777763595e-06,-0.004157242060945,-0.0056634285813587,-7.79323092660202e-06,-3.432826958646228e-06,0.0062261318001618,5.310289517423111e-14,0.1102537106167838,-1.6980060060068554,0.0003017393213465,0.0012081905195326,-0.000146852925765,0.0001062615959884,0.0001793859453048,0.0017402499723136,0.9890450081006992,1.041887174765631,1.244858832987425,1.043074475695837,0.8773792453898022,0.8009804209669873,1.323187658510869,0.0228153133643334,0.7298060535979229,0.985937159074044,280.5532574176872,10749819
24134,4.000327759298891,4.023342854619578,11.042771273506714,189.8947079156308,1.578327728051211,2.1695563451220363,0.7713786025985518,0.8059606138401225,0.52474742310695,0.4314722149077136,9.074074471947853,33.37945176101504,0.0085327978627551,1.1546399854153684,-0.0002660985690773,0.0261897504553453,-3.672084898236573e-06,-7.261125970809119e-05,-0.0005676877361235,-0.0001296256268116,-0.0010688544608172,-0.0046453683778041,-2.6475213581194505e-05,-1.1319877281125418e-06,0.0140935920703509,1.5705504207411884e-34,0.0013388064348655,-0.7881546689970577,0.0002256289379324,0.0015180949756664,-1.8058909141206934e-05,0.0001609218984584,6.247135933656999e-05,0.0007229691278493,1.0762836690979083,1.0256120962814357,0.8946570740532419,0.031385511024137,1.5735813853911322,1.1603386824000688,1.2401306249127997,0.0255359650970286,0.761033759434852,1.0743039266289722,271.5781200205798,10985229
28108,2.211485048707563,3.6476931901598495,16.956566045342456,174.94018591606292,1.0100957211945736,5.351192724874778,0.572377782519436,1.0263650189796365,0.7068768596990125,0.3664476175495805,6.947216800332802,29.21208723895308,0.0073059322317259,1.4530921864586372,0.0023001445953063,0.0316553835605452,-2.162842520810768e-06,-4.068959815502907e-05,-0.0007880030719801,-6.336876482431455e-05,-0.0075920060101148,-0.0043046173614796,-7.860709140566495e-06,-7.096807565977234e-06,0.0103674259937608,26803.43853322193,4.9254732234836805e-11,-0.6905126194639135,0.0002133323594414,0.0006463896965997,-1.899767666207151e-05,0.0001394871810262,2.189243863470131e-05,0.0012284008059549,1.0822276355419105,1.0677216403980485,1.099678380881562,1.6391004650337035,1.7555392927000129,0.9673425451895714,0.6252283573961233,-0.0579510654386248,1.3085648227574556,0.9321630584074472,278.6095700364087,12570855
30421,5.699759309927484,3.103356676779001,16.800669470051766,81.25505340847224,1.2140063387067692,2.8151439143676305,0.9293565106972332,0.9031956918167244,1.0010143345635871,0.4474596463283031,5.708135307601973,31.357253318423854,0.0089097045732191,0.7792803704702456,-0.0004831995179682,0.0139784754914412,-4.034679413098846e-06,-2.0095724282550083e-05,-1.998084755719257e-05,-0.0001271447196289,-0.0009786582844024,-0.0014380143180676,-2.3666464840768315e-05,-1.4828555280950933e-05,0.0084836507601302,0.0277667031897601,0.0044232418197978,-1.4198477939713228,0.0002905544275855,0.0017004303442892,-6.207587263651537e-06,8.813352725002197e-05,-4.739962730375745e-05,0.0008715056856712,0.9831448929842664,0.9451889972164564,0.9803826006296716,1.0768618646781138,1.0867296392777457,1.1307247625783243,1.3429010528440832,-0.0445531091472612,1.1381314563286256,0.8464383233429635,277.0496316074433,13493742
32636,7.851316484577741,6.054692275902535,14.703687239794087,131.72586761968256,1.0340618194207498,2.4424958669383683,1.3945542856988191,1.5372724689823205,1.0191329232370083,0.5187244026312008,7.359670803068967,33.41234750464388,0.0020890051095077,1.893071644758865,0.0035659648784072,0.0348015812285953,-1.6317560772344528e-06,-5.4799429630327125e-05,-0.000466852892238,-5.911008617898148e-05,-0.0012525040831996,-0.00452460700216,-1.845343362220733e-05,-6.161024902348879e-06,0.010042608413799,6.383247254814725e-12,0.0003691131244915,-0.6448732341973087,0.0002820711347051,0.0010251006882315,-4.132610250701916e-05,0.0001579568695531,-6.042793121880441e-05,0.0008934390733209,1.008135798517494,1.0542507456839425,0.7696581621730343,0.9969987295680114,1.5433609068226628,1.020230385457599,0.8690065418433149,-0.027967475556254,1.3341403803400844,0.9604210443510162,278.33881878386063,14377527
33284,4.461502833072376,5.16441351899446,8.97570730245032,151.31545986846814,0.812101319266785,3.310911511641775,1.237827122053003,1.5031069695081605,0.5750326751937919,0.5053341866495232,6.921016374904694,36.05197681000279,0.0006973891388482,2.5237437156719387,0.0025844522681928,0.0045990836033496,-1.0850198827718811e-06,-2.134183340828463e-05,-0.0008619939015683,-9.419134513673388e-05,-0.0028029225152265,-0.0015931384806744,-2.0329171512209598e-05,-2.4294182802391752e-06,0.0115855121511995,1.4915826429117025e-30,0.2503636799651815,-1.6759093635137785,0.0002355650599222,0.0010367808837969,-5.319910388323108e-05,8.557465252580275e-05,-2.604035146904904e-05,0.0016873913916089,0.8469745168749456,0.9089489267980366,1.0832564385254264,1.219228564068078,0.7818658094090261,1.0954000814799254,1.1697096057332428,-0.0430290401277999,0.5653350461101779,0.9303036690910136,276.9703023256818,14636079
37027,6.55310451902719,4.189832060746262,10.796615285220318,98.56203144296566,1.5828247587178526,2.6961690617276965,1.0733392520055594,1.5985868454163614,1.0718369175741955,0.3420856189452433,7.520480756315365,26.788563831565384,0.0111653374110272,3.775064811377612,-0.0024962333431055,0.0049150148272363,-5.647666993938768e-07,-5.210343107331255e-05,-0.0006086547337419,-8.434169461047367e-05,-0.0016226854104571,-0.0047747243130356,-1.8464273759147585e-05,-5.211395339642972e-06,0.0017009277465847,0.0074874492113277,3.3561108164151217e-25,-1.0637301445946692,0.0001805653184207,0.0009869565501122,-0.0001375557213225,0.0001175795301605,-0.0001888638664859,0.0010188940649149,0.9829405740069004,1.0490030233416947,1.1068581695607778,0.5535374935055868,0.8106110888989657,0.9363061241167596,0.8267185721653936,0.0228748643381679,1.4656639038911616,0.97103355844584,278.5719260853701,16129536
37964,22.786566307603984,2.986481172067304,14.649185121265198,125.52356477754908,2.370503665281955,3.9763895797989526,0.923548569209348,0.8924099109405843,2.667762774001833,0.4589991206470337,9.570803390230337,30.96994653115041,0.0071116310192321,1.6642121534716612,0.0004981998604177,0.0236949178362433,-3.464867757410597e-06,-3.721264082896217e-06,-0.0006012293604004,-4.371055344565327e-05,-0.0028592687704973,-0.0021726879346704,-8.441827489542338e-06,-8.688101554519543e-06,1.2168183501058755e-06,0.0021844286640835,6.35063081575542e-06,-54.565853217575714,0.0001680874757685,0.0013070182033494,4.600058762264211e-05,0.0001441082110846,-7.591830677416017e-05,0.0016562749446681,1.1031633524732791,1.0680063872597336,0.9698048694405004,0.9181972506898848,0.9621385147524858,1.152015929479508,0.9773691701666744,0.0048210628231795,1.7767935133352537,1.107720413681561,277.75278040063284,16503399
42447,8.683831104886767,5.483137568728213,24.323698401181005,116.7821637900536,1.695296367241537,1.6662594487374585,0.8472245729177053,1.109657072976924,1.1343270451932128,0.4097632891343455,7.078033685208355,35.318317044085795,0.0006993516589669,0.4900103569522549,0.005179162434423,0.0365052264678937,-3.6985174765833386e-06,-5.740162718091368e-05,-0.0005744683782573,-0.0001205656294511,-0.0009703924162875,-0.0043602855178466,-8.45072847141617e-06,-9.195457351752604e-07,0.0061063401819361,1.6853676906478423e-05,0.0108258682649871,-1.5217301202689932,0.0002683849972435,0.0010968556375566,-1.1103540004512764e-05,0.0001631034242758,-5.180372294104521e-05,0.0019281345352151,0.8888769257573531,1.017294459904591,1.0892886063376868,0.7443294728037168,0.4912275334241689,0.6978543620936992,0.8261154833494663,-0.0130986465263361,0.6004259159158801,0.9411467282467464,276.461907868328,18292116
44501,7.184342795337988,4.01024353761293,11.069187599639696,76.66199572919392,1.5162148118909569,7.93992342098372,1.081431042217,1.6934848135684712,1.2826406199677876,0.572931368530103,9.521881169073902,40.04441399417034,-0.0053524021101427,1.6289074181794287,0.0059864164601703,0.0311732310027194,-3.4995886570250427e-06,-6.0674674759137686e-05,-0.000450811767138,-0.0001333441103945,-0.0073467310142486,-0.0028456245667516,-3.409986632788816e-06,-1.8987753526549997e-07,0.0211763606980399,8.26420533179089e-12,0.0490859805737572,-0.4413778923528189,0.0002513418639324,0.001328728145267,-0.000192978524807,0.0001262160525902,0.0002302687780377,0.0003101259423963,0.9758075656741092,0.8853057020402508,1.0459085442052716,1.3207665748059036,1.1064003230896302,0.8323665322990769,1.630039268255945,-0.0233813657280095,0.749611263034069,1.1041413614115412,275.71216797694785,19111662
45979,17.808791780768555,2.979400957611136,23.80880124757374,32.65415955130406,1.8614318754619517,1.1011743833624408,0.7707009330088807,0.9663726903180788,2.182750715209322,0.4620603976101494,7.785215308501048,28.576102289052272,0.008592160194898,6.71873462564489,-0.0028845614865939,0.0266563974932657,-2.5855940020797697e-06,-1.2119232645188328e-05,-0.0004047233288447,-0.0001330479171071,-0.0064075798842216,-0.0014725350956191,-1.7184395922752757e-05,-5.630331148356736e-06,0.0291922524215033,4.818696095552314e-33,0.0061242056492856,-0.499661771925299,0.0001545201951545,0.0011424627211904,-6.73018661797751e-05,4.759659514302445e-05,0.0002571527742226,0.0017151317569931,0.8435666569702537,0.9680747074919102,1.1535115628792785,1.6886653994620482,1.3242924906693896,0.991999613203472,1.4458209751255722,0.02449125161442,1.060812469087471,0.9895191779089688,275.45159158905005,19701384
